"dataSource","Class"
"SCADA-Pilot1a","https://w3id.org/platoon/WindTurbine"
"SCADA-Pilot1a","https://w3id.org/platoon/Generator"
"SCADA-Pilot1a","https://w3id.org/platoon/Rotor"
"SCADA-Pilot1a","https://w3id.org/platoon/Blade"
"SCADA-Pilot1a","https://w3id.org/platoon/Anenometer"
"SCADA-Pilot1a","https://w3id.org/platoon/Nacelle"
"SCADA-Pilot1a","https://w3id.org/platoon/GeneratorWinding"
"SCADA-Pilot1a","https://w3id.org/platoon/GeneratorBearing"
"SCADA-Pilot1a","https://w3id.org/platoon/Tower"
"SCADA-Pilot1a","https://w3id.org/platoon/Transformer"
"SCADA-Pilot1a","https://w3id.org/platoon/Gearbox"
"VUB-Pilot1a","https://w3id.org/platoon/WindFarm"
"VUB-Pilot1a","https://w3id.org/seas/FrequencyProperty"
"VUB-Pilot1a","https://w3id.org/seas/FrequencyEvaluation"
"VUB-Pilot1a","https://w3id.org/seas/WindSpeedProperty"
"VUB-Pilot1a","https://w3id.org/seas/WindDirectionProperty"
"VUB-Pilot1a","https://w3id.org/seas/WindDirectionEvaluation"
"VUB-Pilot1a","https://w3id.org/platoon/WindTurbine"
"VUB-Pilot1a","https://w3id.org/platoon/WindTurbineController"
"Flemish-banks-data-Pilot1a","https://w3id.org/seas/WindSpeedProperty"
"Flemish-banks-data-Pilot1a","https://w3id.org/seas/WindDirectionEvaluation"
"High-frequency-accelerations-Pilot1a","https://w3id.org/platoon/WindFarm"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/OnshoreWindTurbine"
"ENGIE-VUB-Pilot1a","https://w3id.org/seas/ElectricPowerProperty"
"ENGIE-VUB-Pilot1a","https://www.geonames.org/ontology#Point"
"ENGIE-VUB-Pilot1a","http://www.opengis.net/ont/geosparql#Geometry"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Substation"
"ENGIE-VUB-Pilot1a","https://schema.org/Country"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Anenometer"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Nacelle"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/BottomBox"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Blade"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Hub"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/PitchSystem"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/CableUtil"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Converter"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/CPU_And_DisplayUnit"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/DriveTrain"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Gearbox"
"ENGIE-VUB-Pilot1a","https://brickschema.org/schema/1.1/Brick#Oil"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/GearboxBearing"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/ElectricalGrid"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Rotor"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/RotorBearing"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Stator"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/StatorWinding"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/TopBox"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Vane"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/GeneratorBearing"
"ENGIE-VUB-Pilot1a","http://www.w3.org/2006/time#Interval"
"ENGIE-VUB-Pilot1a","http://www.w3.org/2006/time#Instant"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/SlipRing"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/GeneratorFan"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/Rotor"
"ENGIE-VUB-Pilot1a","https://saref.etsi.org/core/TemperatureSensor"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/InsulatedGateBipolarTransistor"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/InsulatedGateBipolarTransistorRack"
"ENGIE-VUB-Pilot1a","https://w3id.org/platoon/InsulatedGateBipolarTransistorFan"
